lemma,pos,cefr_level,cefr_source,frequency_rank,topic_hint,in_tsl,tsl_rank,ngsl_rank,bsl_rank
overtime,noun,B2,cefrj,164,business_office,yes,164,,1366
donate,verb,B2,cefrj,166,,yes,166,,
skim,verb,B2,cefrj,168,,yes,168,,
innovative,adjective,B2,cefrj,172,business_office,yes,172,,297
inquire,verb,B2,cefrj,173,,yes,173,,
venue,noun,B2,cefrj,175,,yes,175,,
tag,noun,B2,cefrj,184,business_office,yes,184,,562
audit,noun,B2,cefrj,187,business_office,yes,187,,26
download,noun,B2,cefrj,189,business_office,yes,189,,258
prohibit,verb,B2,cefrj,191,business_office,yes,191,,206
supervise,verb,B2,cefrj,199,business_office,yes,199,,968
recipe,noun,B2,cefrj,210,business_office,yes,210,,1713
administrative,adjective,B2,cefrj,212,business_office,yes,212,,131
authorize,verb,B2,cefrj,213,business_office,yes,213,,138
affordable,adjective,B2,cefrj,218,business_office,yes,218,,1268
commute,verb,B2,cefrj,220,,yes,220,,
paperwork,noun,B2,cefrj,222,,yes,222,,
quit,adjective,B2,cefrj,223,business_office,yes,223,,713
trainer,noun,B2,cefrj,228,,yes,228,,
availability,noun,B2,cefrj,229,business_office,yes,229,,269
bargain,verb,B2,cefrj,230,business_office,yes,230,,127
trainee,noun,B2,cefrj,237,business_office,yes,237,,1647
dock,noun,B2,cefrj,246,,yes,246,,
presenter,noun,B2,cefrj,250,,yes,250,,
seldom,adverb,B2,cefrj,251,business_office,yes,251,,1298
worldwide,adjective,B2,cefrj,253,business_office,yes,253,,145
dental,adjective,B2,cefrj,265,,yes,265,,
patron,noun,B2,cefrj,269,,yes,269,,
stack,noun,B2,cefrj,273,business_office,yes,273,,1712
delegate,noun,B2,cefrj,274,business_office,yes,274,,392
salesperson,noun,B2,cefrj,275,business_office,yes,275,,1090
completion,noun,B2,cefrj,277,business_office,yes,277,,219
spite,noun,B2,cefrj,281,business_office,yes,281,,1360
correspondence,noun,B2,cefrj,284,,yes,284,,
leak,noun,B2,cefrj,292,business_office,yes,292,,779
leak,verb,B2,cefrj,292,business_office,yes,292,,779
conductor,noun,B2,cefrj,305,,yes,305,,
inspector,noun,B2,cefrj,306,business_office,yes,306,,574
utility,noun,B2,cefrj,314,business_office,yes,314,,35
banker,noun,B2,cefrj,316,business_office,yes,316,,101
optional,adjective,B2,cefrj,319,,yes,319,,
seller,noun,B2,cefrj,323,business_office,yes,323,,24
popularity,noun,B2,cefrj,335,business_office,yes,335,,358
promptly,adverb,B2,cefrj,337,business_office,yes,337,,1050
retailer,noun,B2,cefrj,338,business_office,yes,338,,54
disposal,noun,B2,cefrj,343,business_office,yes,343,,324
housekeeper,noun,B2,cefrj,344,,yes,344,,
organizer,noun,B2,cefrj,347,,yes,347,,
booklet,noun,B2,cefrj,351,,yes,351,,
enroll,verb,B2,cefrj,353,,yes,353,,
outlet,noun,B2,cefrj,357,business_office,yes,357,,566
packet,noun,B2,cefrj,358,business_office,yes,358,,1060
plumber,noun,B2,cefrj,359,,yes,359,,
decorate,verb,B2,cefrj,362,,yes,362,,
deduction,noun,B2,cefrj,363,business_office,yes,363,,398
economical,adjective,B2,cefrj,365,,yes,365,,
profitable,adjective,B2,cefrj,373,business_office,yes,373,,97
thoroughly,adverb,B2,cefrj,384,business_office,yes,384,,1518
incur,verb,B2,cefrj,391,business_office,yes,391,,62
instruct,verb,B2,cefrj,392,business_office,yes,392,,1629
microphone,noun,B2,cefrj,395,,yes,395,,
desktop,noun,B2,cefrj,403,business_office,yes,403,,1066
jog,noun,B2,cefrj,404,,yes,404,,
reinforce,verb,B2,cefrj,407,business_office,yes,407,,301
cooperate,verb,B2,cefrj,414,,yes,414,,
distract,verb,B2,cefrj,415,,yes,415,,
hourly,adjective,B2,cefrj,419,,yes,419,,
laundry,noun,B2,cefrj,420,,yes,420,,
temporarily,adverb,B2,cefrj,429,business_office,yes,429,,915
assemble,verb,B2,cefrj,435,business_office,yes,435,,456
hardware,noun,B2,cefrj,444,business_office,yes,444,,370
strictly,adverb,B2,cefrj,451,business_office,yes,451,,432
tray,noun,B2,cefrj,453,,yes,453,,
withdrawal,noun,B2,cefrj,455,business_office,yes,455,,207
badge,noun,B2,cefrj,457,,yes,457,,
brake,verb,B2,cefrj,458,,yes,458,,
costly,adjective,B2,cefrj,461,business_office,yes,461,,197
equip,verb,B2,cefrj,462,business_office,yes,462,,685
excursion,noun,B2,cefrj,463,,yes,463,,
lengthy,adjective,B2,cefrj,466,,yes,466,,
merge,verb,B2,cefrj,469,business_office,yes,469,,215
pharmacist,noun,B2,cefrj,471,,yes,471,,
resignation,noun,B2,cefrj,473,business_office,yes,473,,1049
translation,noun,B2,cefrj,476,business_office,yes,476,,696
unfamiliar,adjective,B2,cefrj,477,,yes,477,,
alternate,verb,B2,cefrj,480,,yes,480,,
mask,noun,B2,cefrj,484,,yes,484,,
considerably,adverb,B2,cefrj,496,business_office,yes,496,,717
faulty,adjective,B2,cefrj,497,,yes,497,,
informal,adjective,B2,cefrj,499,business_office,yes,499,,397
lawn,noun,B2,cefrj,501,,yes,501,,
microscope,noun,B2,cefrj,502,,yes,502,,
rack,noun,B2,cefrj,508,,yes,508,,
statistics,noun,B2,cefrj,510,business_office,yes,510,,129
tunnel,noun,B2,cefrj,511,business_office,yes,511,,1584
unlimited,adjective,B2,cefrj,512,business_office,yes,512,,1093
vitamin,noun,B2,cefrj,513,,yes,513,,
alert,verb,B2,cefrj,515,business_office,yes,515,,825
electrician,noun,B2,cefrj,520,,yes,520,,
icy,adjective,B2,cefrj,523,,yes,523,,
necessity,noun,B2,cefrj,529,business_office,yes,529,,974
programmer,noun,B2,cefrj,531,business_office,yes,531,,1690
vacant,adjective,B2,cefrj,538,,yes,538,,
assembly,noun,B2,cefrj,540,business_office,yes,540,,196
certification,noun,B2,cefrj,542,business_office,yes,542,,1112
closure,noun,B2,cefrj,543,business_office,yes,543,,888
jam,verb,B2,cefrj,548,,yes,548,,
optimistic,adjective,B2,cefrj,550,business_office,yes,550,,404
pedestrian,noun,B2,cefrj,551,,yes,551,,
projection,noun,B2,cefrj,552,business_office,yes,552,,462
suburb,noun,B2,cefrj,554,business_office,yes,554,,882
unsure,adjective,B2,cefrj,556,,yes,556,,
verbal,adjective,B2,cefrj,558,business_office,yes,558,,1722
accumulate,verb,B2,cefrj,563,business_office,yes,563,,183
ceiling,noun,B2,cefrj,567,business_office,yes,567,,925
compensate,verb,B2,cefrj,569,business_office,yes,569,,214
costume,noun,B2,cefrj,570,,yes,570,,
editorial,noun,B2,cefrj,571,business_office,yes,571,,1610
effectiveness,noun,B2,cefrj,572,business_office,yes,572,,124
facilitate,verb,B2,cefrj,573,business_office,yes,573,,259
specialty,noun,B2,cefrj,587,business_office,yes,587,,1437
bankrupt,verb,B2,cefrj,592,business_office,yes,592,,865
duplicate,noun,B2,cefrj,597,business_office,yes,597,,339
economist,noun,B2,cefrj,599,business_office,yes,599,,21
embassy,noun,B2,cefrj,600,,yes,600,,
mentor,noun,B2,cefrj,607,business_office,yes,607,,1426
parade,noun,B2,cefrj,610,,yes,610,,
physician,noun,B2,cefrj,611,business_office,yes,611,,1682
polish,noun,B2,cefrj,612,,yes,612,,
satisfactory,adjective,B2,cefrj,617,business_office,yes,617,,1262
seasonal,adjective,B2,cefrj,618,business_office,yes,618,,878
separately,adverb,B2,cefrj,619,business_office,yes,619,,313
accordingly,adverb,B2,cefrj,622,business_office,yes,622,,765
elegant,adjective,B2,cefrj,633,,yes,633,,
excessive,adjective,B2,cefrj,634,business_office,yes,634,,455
lifetime,noun,B2,cefrj,637,business_office,yes,637,,652
massage,noun,B2,cefrj,638,,yes,638,,
plug,verb,B2,cefrj,644,business_office,yes,644,,928
advancement,noun,B2,cefrj,656,,yes,656,,
alternatively,adverb,B2,cefrj,658,,yes,658,,
amuse,verb,B2,cefrj,659,,yes,659,,
certify,verb,B2,cefrj,664,business_office,yes,664,,898
consent,noun,B2,cefrj,669,business_office,yes,669,,454
deck,noun,B2,cefrj,672,,yes,672,,
descriptive,adjective,B2,cefrj,673,,yes,673,,
detach,verb,B2,cefrj,674,,yes,674,,
entrepreneur,noun,B2,cefrj,676,business_office,yes,676,,272
exceptional,adjective,B2,cefrj,677,business_office,yes,677,,1055
familiarize,verb,B2,cefrj,678,,yes,678,,
overlook,verb,B2,cefrj,684,business_office,yes,684,,890
preliminary,adjective,B2,cefrj,687,business_office,yes,687,,755
translator,noun,B2,cefrj,693,,yes,693,,
tuition,noun,B2,cefrj,694,,yes,694,,
unavailable,adjective,B2,cefrj,695,,yes,695,,
booth,noun,B2,cefrj,702,,yes,702,,
clarify,verb,B2,cefrj,703,business_office,yes,703,,847
compile,verb,B2,cefrj,705,business_office,yes,705,,1004
dedication,noun,B2,cefrj,708,,yes,708,,
drought,noun,B2,cefrj,712,,yes,712,,
gardener,noun,B2,cefrj,719,,yes,719,,
ideally,adverb,B2,cefrj,720,business_office,yes,720,,1440
insufficient,adjective,B2,cefrj,722,business_office,yes,722,,1159
punctual,adjective,B2,cefrj,734,,yes,734,,
recreation,noun,B2,cefrj,735,,yes,735,,
relieve,verb,B2,cefrj,736,business_office,yes,736,,1352
reminder,noun,B2,cefrj,737,business_office,yes,737,,1433
subtract,verb,B2,cefrj,745,business_office,yes,745,,622
ton,noun,B2,cefrj,747,business_office,yes,747,,707
compatible,adjective,B2,cefrj,757,business_office,yes,757,,1574
conveniently,adverb,B2,cefrj,759,,yes,759,,
courtesy,noun,B2,cefrj,761,,yes,761,,
faculty,noun,B2,cefrj,767,business_office,yes,767,,1486
foreman,noun,B2,cefrj,769,,yes,769,,
hazardous,adjective,B2,cefrj,775,,yes,775,,
influential,adjective,B2,cefrj,778,business_office,yes,778,,612
nationwide,adjective,B2,cefrj,779,business_office,yes,779,,1387
nationwide,adverb,B2,cefrj,779,business_office,yes,779,,1387
pad,noun,B2,cefrj,780,,yes,780,,
postal,adjective,B2,cefrj,783,,yes,783,,
publicity,noun,B2,cefrj,784,business_office,yes,784,,734
spa,noun,B2,cefrj,790,,yes,790,,
spreadsheet,noun,B2,cefrj,791,business_office,yes,791,,262
toll,noun,B2,cefrj,797,business_office,yes,797,,682
urgently,adverb,B2,cefrj,799,,yes,799,,
ample,adjective,B2,cefrj,803,,yes,803,,
antique,adjective,B2,cefrj,804,,yes,804,,
browse,verb,B2,cefrj,806,,yes,806,,
collector,noun,B2,cefrj,809,,yes,809,,
contradiction,noun,B2,cefrj,812,,yes,812,,
diploma,noun,B2,cefrj,814,,yes,814,,
distributor,noun,B2,cefrj,815,business_office,yes,815,,380
environmentally,adverb,B2,cefrj,818,,yes,818,,
exotic,adjective,B2,cefrj,820,,yes,820,,
fabric,noun,B2,cefrj,821,,yes,821,,
generalization,noun,B2,cefrj,822,,yes,822,,
gum,noun,B2,cefrj,824,,yes,824,,
likewise,adverb,B2,cefrj,830,business_office,yes,830,,1076
outlook,noun,B2,cefrj,834,business_office,yes,834,,510
approximate,adjective,B2,cefrj,846,business_office,yes,846,,1018
await,verb,B2,cefrj,847,business_office,yes,847,,978
dependable,adjective,B2,cefrj,858,,yes,858,,
disconnect,verb,B2,cefrj,859,,yes,859,,
disrupt,verb,B2,cefrj,861,business_office,yes,861,,1333
dynamic,adjective,B2,cefrj,862,business_office,yes,862,,167
enthusiastically,adverb,B2,cefrj,863,,yes,863,,
messenger,noun,B2,cefrj,869,,yes,869,,
spray,noun,B2,cefrj,874,,yes,874,,
spray,verb,B2,cefrj,874,,yes,874,,
unload,verb,B2,cefrj,881,,yes,881,,
ambassador,noun,B2,cefrj,887,business_office,yes,887,,1038
circuit,noun,B2,cefrj,895,business_office,yes,895,,1110
clap,verb,B2,cefrj,896,,yes,896,,
commerce,noun,B2,cefrj,897,business_office,yes,897,,173
debit,noun,B2,cefrj,901,business_office,yes,901,,108
debit,verb,B2,cefrj,901,business_office,yes,901,,108
distraction,noun,B2,cefrj,904,,yes,904,,
downsize,verb,B2,cefrj,905,,yes,905,,
flexibility,noun,B2,cefrj,910,business_office,yes,910,,135
imperative,noun,B2,cefrj,919,,yes,919,,
inflate,verb,B2,cefrj,920,business_office,yes,920,,1094
lecturer,noun,B2,cefrj,922,,yes,922,,
modification,noun,B2,cefrj,926,business_office,yes,926,,701
publicize,verb,B2,cefrj,935,,yes,935,,
refinery,noun,B2,cefrj,938,,yes,938,,
refresh,noun,B2,cefrj,939,,yes,939,,
reluctant,adjective,B2,cefrj,943,business_office,yes,943,,337
skateboard,noun,B2,cefrj,946,,yes,946,,
transmission,noun,B2,cefrj,952,business_office,yes,952,,587
transmit,verb,B2,cefrj,953,business_office,yes,953,,385
additionally,adverb,B2,cefrj,958,,yes,958,,
desirable,adjective,B2,cefrj,969,business_office,yes,969,,360
exclusively,adverb,B2,cefrj,977,business_office,yes,977,,977
fiscal,adjective,B2,cefrj,980,business_office,yes,980,,44
fleet,noun,B2,cefrj,981,business_office,yes,981,,893
microwave,noun,B2,cefrj,995,,yes,995,,
neat,adjective,B2,cefrj,997,,yes,997,,
nomination,noun,B2,cefrj,998,business_office,yes,998,,1324
outfit,noun,B2,cefrj,1000,business_office,yes,1000,,1017
prestigious,adjective,B2,cefrj,1004,,yes,1004,,
resume,verb,B2,cefrj,1007,business_office,yes,1007,,903
revolutionize,verb,B2,cefrj,1009,,yes,1009,,
signify,verb,B2,cefrj,1011,,yes,1011,,
steer,verb,B2,cefrj,1013,business_office,yes,1013,,738
sue,verb,B2,cefrj,1014,business_office,yes,1014,,268
superb,adjective,B2,cefrj,1015,,yes,1015,,
assurance,noun,B2,cefrj,1027,business_office,yes,1027,,450
bankruptcy,noun,B2,cefrj,1031,business_office,yes,1031,,86
comb,verb,B2,cefrj,1036,,yes,1036,,
comfortably,adverb,B2,cefrj,1037,,yes,1037,,
dose,noun,B2,cefrj,1042,business_office,yes,1042,,1519
evacuate,verb,B2,cefrj,1045,,yes,1045,,
flaw,noun,B2,cefrj,1049,business_office,yes,1049,,508
hygiene,noun,B2,cefrj,1055,,yes,1055,,
interactive,adjective,B2,cefrj,1057,business_office,yes,1057,,1310
interfere,verb,B2,cefrj,1058,business_office,yes,1058,,1237
needy,adjective,B2,cefrj,1064,,yes,1064,,
penalize,verb,B2,cefrj,1068,,yes,1068,,
prescribe,verb,B2,cefrj,1070,business_office,yes,1070,,767
probable,adjective,B2,cefrj,1071,business_office,yes,1071,,939
residence,noun,B2,cefrj,1075,business_office,yes,1075,,1590
retrieve,verb,B2,cefrj,1076,business_office,yes,1076,,1108
rider,noun,B2,cefrj,1077,,yes,1077,,
rug,noun,B2,cefrj,1079,,yes,1079,,
sharply,adverb,B2,cefrj,1081,business_office,yes,1081,,212
suspicious,adjective,B2,cefrj,1088,business_office,yes,1088,,1431
underground,adjective,B2,cefrj,1091,business_office,yes,1091,,1289
underground,adverb,B2,cefrj,1091,business_office,yes,1091,,1289
audition,noun,B2,cefrj,1102,,yes,1102,,
beneficial,adjective,B2,cefrj,1105,business_office,yes,1105,,739
demolish,verb,B2,cefrj,1117,,yes,1117,,
electronically,adverb,B2,cefrj,1128,,yes,1128,,
engagement,noun,B2,cefrj,1130,business_office,yes,1130,,542
getaway,noun,B2,cefrj,1136,,yes,1136,,
gossip,verb,B2,cefrj,1137,,yes,1137,,
interpreter,noun,B2,cefrj,1142,,yes,1142,,
intersection,noun,B2,cefrj,1143,,yes,1143,,
journalism,noun,B2,cefrj,1146,,yes,1146,,
query,noun,B2,cefrj,1163,business_office,yes,1163,,165
reconsider,verb,B2,cefrj,1166,,yes,1166,,
rehearsal,noun,B2,cefrj,1168,,yes,1168,,
relaxation,noun,B2,cefrj,1169,,yes,1169,,
repetition,noun,B2,cefrj,1170,,yes,1170,,
retreat,noun,B2,cefrj,1171,business_office,yes,1171,,1033
retreat,verb,B2,cefrj,1171,business_office,yes,1171,,1033
salon,noun,B2,cefrj,1172,,yes,1172,,
serial,adjective,B2,cefrj,1175,business_office,yes,1175,,1717
sketch,verb,B2,cefrj,1177,,yes,1177,,
soar,verb,B2,cefrj,1179,business_office,yes,1179,,278
tablecloth,noun,B2,cefrj,1182,,yes,1182,,
thrill,noun,B2,cefrj,1184,,yes,1184,,
actively,adverb,B2,cefrj,1196,business_office,yes,1196,,503
broaden,verb,B2,cefrj,1201,business_office,yes,1201,,1552
daytime,noun,B2,cefrj,1207,,yes,1207,,
decoration,noun,B2,cefrj,1208,,yes,1208,,
explorer,noun,B2,cefrj,1212,,yes,1212,,
genre,noun,B2,cefrj,1216,,yes,1216,,
hesitation,noun,B2,cefrj,1219,,yes,1219,,
hospitality,noun,B2,cefrj,1221,,yes,1221,,
recession,noun,B2,cefrj,1240,business_office,yes,1240,,33
unreliable,adjective,B2,cefrj,1242,,yes,1242,,
unauthorized,adjective,B2,cefrj,1247,,yes,1247,,
violate,verb,B2,cefrj,1248,business_office,yes,1248,,332
that,adverb,B2,cefrj,15,,no,,15,
will,noun,B2,cefrj,28,,no,,28,
say,noun,B2,cefrj,30,,no,,30,
make,noun,B2,cefrj,48,,no,,48,
time,verb,B2,cefrj,49,,no,,49,
good,noun,B2,cefrj,56,,no,,56,
very,adjective,B2,cefrj,63,,no,,63,
now,conjunction,B2,cefrj,70,,no,,70,
want,noun,B2,cefrj,76,,no,,76,
need,noun,B2,cefrj,90,,no,,90,
mean,noun,B2,cefrj,95,,no,,95,
down,adjective,B2,cefrj,109,,no,,109,
part,verb,B2,cefrj,130,,no,,130,
next,pronoun,B2,cefrj,151,,no,,151,
question,verb,B2,cefrj,181,,no,,181,
since,adverb,B2,cefrj,191,,no,,191,
state,adjective,B2,cefrj,199,,no,,199,
state,verb,B2,cefrj,199,,no,,199,
issue,verb,B2,cefrj,218,,no,,218,
though,adverb,B2,cefrj,227,,no,,227,
far,adjective,B2,cefrj,245,,no,,245,
level,verb,B2,cefrj,262,,no,,262,
once,conjunction,B2,cefrj,265,,no,,265,
line,verb,B2,cefrj,274,,no,,274,
present,verb,B2,cefrj,275,,no,,275,
least,pronoun,B2,cefrj,281,,no,,281,
process,verb,B2,cefrj,286,,no,,286,
price,verb,B2,cefrj,296,,no,,296,
concern,verb,B2,cefrj,303,,no,,303,
rate,verb,B2,cefrj,312,,no,,312,
sort,verb,B2,cefrj,316,,no,,316,
cause,noun,B2,cefrj,319,,no,,319,
water,verb,B2,cefrj,322,,no,,322,
test,verb,B2,cefrj,332,,no,,332,
value,verb,B2,cefrj,342,,no,,342,
force,verb,B2,cefrj,346,,no,,346,
win,noun,B2,cefrj,377,,no,,377,
sound,adjective,B2,cefrj,390,,no,,390,
free,verb,B2,cefrj,395,,no,,395,
wait,noun,B2,cefrj,403,,no,,403,
individual,noun,B2,cefrj,409,,no,,409,
sense,verb,B2,cefrj,412,,no,,412,
rule,verb,B2,cefrj,415,,no,,415,
research,verb,B2,cefrj,423,,no,,423,
major,noun,B2,cefrj,438,,no,,438,
community,noun,B2,cefrj,465,,no,,465,
particular,adjective,B2,cefrj,467,,no,,467,
outside,adjective,B2,cefrj,491,,no,,491,
outside,noun,B2,cefrj,491,,no,,491,
approach,verb,B2,cefrj,495,,no,,495,
picture,verb,B2,cefrj,509,,no,,509,
regard,noun,B2,cefrj,511,,no,,511,
range,verb,B2,cefrj,516,,no,,516,
project,noun,B2,cefrj,518,,no,,518,
project,verb,B2,cefrj,518,,no,,518,
round,preposition,B2,cefrj,519,,no,,519,
round,verb,B2,cefrj,519,,no,,519,
list,verb,B2,cefrj,523,,no,,523,
benefit,verb,B2,cefrj,543,,no,,543,
trade,verb,B2,cefrj,544,,no,,544,
risk,verb,B2,cefrj,545,,no,,545,
standard,adjective,B2,cefrj,547,,no,,547,
focus,noun,B2,cefrj,550,,no,,550,
data,noun,B2,cefrj,556,,no,,556,
fine,adverb,B2,cefrj,597,,no,,597,
fine,verb,B2,cefrj,597,,no,,597,
fire,verb,B2,cefrj,613,,no,,613,
store,verb,B2,cefrj,617,,no,,617,
employee,noun,B2,cefrj,624,,no,,624,
feature,verb,B2,cefrj,635,,no,,635,
factor,noun,B2,cefrj,636,,no,,636,
official,noun,B2,cefrj,643,,no,,643,
campaign,noun,B2,cefrj,647,,no,,647,
inside,adjective,B2,cefrj,660,,no,,660,
inside,noun,B2,cefrj,660,,no,,660,
influence,verb,B2,cefrj,680,,no,,680,
stock,noun,B2,cefrj,691,,no,,691,
fit,noun,B2,cefrj,700,,no,,700,
environment,noun,B2,cefrj,712,,no,,712,
contract,noun,B2,cefrj,714,,no,,714,
comment,verb,B2,cefrj,716,,no,,716,
lack,verb,B2,cefrj,729,,no,,729,
review,verb,B2,cefrj,730,,no,,730,
stuff,verb,B2,cefrj,752,,no,,752,
challenge,verb,B2,cefrj,766,,no,,766,
fear,verb,B2,cefrj,793,,no,,793,
aim,verb,B2,cefrj,794,,no,,794,
access,verb,B2,cefrj,802,,no,,802,
treat,verb,B2,cefrj,804,,no,,804,
identify,verb,B2,cefrj,805,,no,,805,
conference,noun,B2,cefrj,812,,no,,812,
supply,verb,B2,cefrj,814,,no,,814,
investment,noun,B2,cefrj,822,,no,,822,
trip,verb,B2,cefrj,825,,no,,825,
potential,adjective,B2,cefrj,830,,no,,830,
energy,noun,B2,cefrj,831,,no,,831,
file,verb,B2,cefrj,835,,no,,835,
deep,adjective,B2,cefrj,840,,no,,840,
advance,noun,B2,cefrj,844,,no,,844,
doubt,verb,B2,cefrj,874,,no,,874,
reference,noun,B2,cefrj,878,,no,,878,
separate,verb,B2,cefrj,890,,no,,890,
profit,noun,B2,cefrj,900,,no,,900,
balance,verb,B2,cefrj,907,,no,,907,
professional,noun,B2,cefrj,936,,no,,936,
mine,noun,B2,cefrj,937,,no,,937,
object,verb,B2,cefrj,942,,no,,942,
screen,verb,B2,cefrj,957,,no,,957,
track,verb,B2,cefrj,958,,no,,958,
female,noun,B2,cefrj,961,,no,,961,
original,noun,B2,cefrj,963,,no,,963,
rock,verb,B2,cefrj,965,,no,,965,
candidate,noun,B2,cefrj,977,,no,,977,
version,noun,B2,cefrj,981,,no,,981,
pound,verb,B2,cefrj,984,,no,,984,
welcome,noun,B2,cefrj,989,,no,,989,
estimate,noun,B2,cefrj,999,,no,,999,
purchase,noun,B2,cefrj,1002,,no,,1002,
purchase,verb,B2,cefrj,1002,,no,,1002,
stick,noun,B2,cefrj,1010,,no,,1010,
wind,verb,B2,cefrj,1013,,no,,1013,
budget,adjective,B2,cefrj,1016,,no,,1016,
content,adjective,B2,cefrj,1025,,no,,1025,
mix,noun,B2,cefrj,1029,,no,,1029,
correct,verb,B2,cefrj,1032,,no,,1032,
beat,noun,B2,cefrj,1035,,no,,1035,
trial,noun,B2,cefrj,1043,,no,,1043,
stress,verb,B2,cefrj,1044,,no,,1044,
conduct,verb,B2,cefrj,1054,,no,,1054,
executive,adjective,B2,cefrj,1059,,no,,1059,
executive,noun,B2,cefrj,1059,,no,,1059,
primary,adjective,B2,cefrj,1067,,no,,1067,
appeal,verb,B2,cefrj,1073,,no,,1073,
trust,noun,B2,cefrj,1075,,no,,1075,
flat,adverb,B2,cefrj,1077,,no,,1077,
hang,noun,B2,cefrj,1085,,no,,1085,
double,noun,B2,cefrj,1096,,no,,1096,
double,verb,B2,cefrj,1096,,no,,1096,
sentence,verb,B2,cefrj,1099,,no,,1099,
progress,verb,B2,cefrj,1101,,no,,1101,
transfer,noun,B2,cefrj,1110,,no,,1110,
overall,adjective,B2,cefrj,1113,,no,,1113,
overall,adverb,B2,cefrj,1113,,no,,1113,
user,noun,B2,cefrj,1115,,no,,1115,
federal,adjective,B2,cefrj,1123,,no,,1123,
percentage,noun,B2,cefrj,1125,,no,,1125,
decline,verb,B2,cefrj,1129,,no,,1129,
decade,noun,B2,cefrj,1130,,no,,1130,
institution,noun,B2,cefrj,1137,,no,,1137,
spot,verb,B2,cefrj,1138,,no,,1138,
sector,noun,B2,cefrj,1151,,no,,1151,
chief,noun,B2,cefrj,1155,,no,,1155,
cool,verb,B2,cefrj,1156,,no,,1156,
expert,adjective,B2,cefrj,1157,,no,,1157,
procedure,noun,B2,cefrj,1168,,no,,1168,
struggle,verb,B2,cefrj,1171,,no,,1171,
select,verb,B2,cefrj,1173,,no,,1173,
roll,verb,B2,cefrj,1180,,no,,1180,
photograph,verb,B2,cefrj,1182,,no,,1182,
shift,noun,B2,cefrj,1190,,no,,1190,
spread,verb,B2,cefrj,1197,,no,,1197,
transport,verb,B2,cefrj,1210,,no,,1210,
reform,noun,B2,cefrj,1215,,no,,1215,
neither,adverb,B2,cefrj,1216,,no,,1216,
neither,conjunction,B2,cefrj,1216,,no,,1216,
neither,determiner,B2,cefrj,1216,,no,,1216,
neither,pronoun,B2,cefrj,1216,,no,,1216,
circumstance,noun,B2,cefrj,1229,,no,,1229,
reaction,noun,B2,cefrj,1231,,no,,1231,
mass,noun,B2,cefrj,1236,,no,,1236,
schedule,verb,B2,cefrj,1240,,no,,1240,
colleague,noun,B2,cefrj,1251,,no,,1251,
equal,noun,B2,cefrj,1254,,no,,1254,
equal,verb,B2,cefrj,1254,,no,,1254,
plus,noun,B2,cefrj,1256,,no,,1256,
commercial,noun,B2,cefrj,1260,,no,,1260,
scheme,noun,B2,cefrj,1267,,no,,1267,
payment,noun,B2,cefrj,1268,,no,,1268,
initial,adjective,B2,cefrj,1282,,no,,1282,
pop,verb,B2,cefrj,1289,,no,,1289,
desire,verb,B2,cefrj,1291,,no,,1291,
employ,verb,B2,cefrj,1294,,no,,1294,
quiet,noun,B2,cefrj,1313,,no,,1313,
jump,noun,B2,cefrj,1324,,no,,1324,
actual,adjective,B2,cefrj,1335,,no,,1335,
coach,verb,B2,cefrj,1342,,no,,1342,
