lemma,pos,cefr_level,cefr_source,frequency_rank,topic_hint,in_tsl,tsl_rank,ngsl_rank,bsl_rank
experiment,verb,B2,cefrj,1343,,no,,1343,
revenue,noun,B2,cefrj,1351,,no,,1351,
whereas,conjunction,B2,cefrj,1372,,no,,1372,
finance,noun,B2,cefrj,1379,,no,,1379,
shock,verb,B2,cefrj,1383,,no,,1383,
manufacture,noun,B2,cefrj,1392,,no,,1392,
manufacture,verb,B2,cefrj,1392,,no,,1392,
dear,noun,B2,cefrj,1401,,no,,1401,
objective,adjective,B2,cefrj,1402,,no,,1402,
route,noun,B2,cefrj,1410,,no,,1410,
bind,verb,B2,cefrj,1411,,no,,1411,
quote,noun,B2,cefrj,1433,,no,,1433,
quote,verb,B2,cefrj,1433,,no,,1433,
minister,noun,B2,cefrj,1437,,no,,1437,
domestic,adjective,B2,cefrj,1454,,no,,1454,
load,verb,B2,cefrj,1455,,no,,1455,
troop,noun,B2,cefrj,1457,,no,,1457,
technical,adjective,B2,cefrj,1458,,no,,1458,
corporate,adjective,B2,cefrj,1465,,no,,1465,
tough,adjective,B2,cefrj,1469,,no,,1469,
assessment,noun,B2,cefrj,1475,,no,,1475,
component,noun,B2,cefrj,1487,,no,,1487,
suspect,verb,B2,cefrj,1490,,no,,1490,
perspective,noun,B2,cefrj,1496,,no,,1496,
assess,verb,B2,cefrj,1499,,no,,1499,
relevant,adjective,B2,cefrj,1504,,no,,1504,
necessarily,adverb,B2,cefrj,1509,,no,,1509,
frame,verb,B2,cefrj,1511,,no,,1511,
threaten,verb,B2,cefrj,1521,,no,,1521,
division,noun,B2,cefrj,1522,,no,,1522,
amaze,verb,B2,cefrj,1524,,no,,1524,
label,noun,B2,cefrj,1528,,no,,1528,
investigate,verb,B2,cefrj,1533,,no,,1533,
recommendation,noun,B2,cefrj,1534,,no,,1534,
friendly,adjective,B2,cefrj,1538,,no,,1538,
resident,noun,B2,cefrj,1539,,no,,1539,
provision,noun,B2,cefrj,1540,,no,,1540,
export,noun,B2,cefrj,1543,,no,,1543,
export,verb,B2,cefrj,1543,,no,,1543,
moral,adjective,B2,cefrj,1550,,no,,1550,
abuse,noun,B2,cefrj,1553,,no,,1553,
principal,noun,B2,cefrj,1555,,no,,1555,
master,noun,B2,cefrj,1556,,no,,1556,
grade,verb,B2,cefrj,1559,,no,,1559,
previously,adverb,B2,cefrj,1562,,no,,1562,
wed,verb,B2,cefrj,1565,,no,,1565,
guarantee,verb,B2,cefrj,1570,,no,,1570,
theme,noun,B2,cefrj,1572,,no,,1572,
odd,adjective,B2,cefrj,1574,,no,,1574,
loan,noun,B2,cefrj,1576,,no,,1576,
elect,verb,B2,cefrj,1578,,no,,1578,
characteristic,adjective,B2,cefrj,1582,,no,,1582,
commission,noun,B2,cefrj,1593,,no,,1593,
investor,noun,B2,cefrj,1597,,no,,1597,
row,verb,B2,cefrj,1602,,no,,1602,
expectation,noun,B2,cefrj,1606,,no,,1606,
sexual,adjective,B2,cefrj,1609,,no,,1609,
import,verb,B2,cefrj,1613,,no,,1613,
bottle,verb,B2,cefrj,1614,,no,,1614,
cast,noun,B2,cefrj,1618,,no,,1618,
cast,verb,B2,cefrj,1618,,no,,1618,
relief,noun,B2,cefrj,1623,,no,,1623,
honor,verb,B2,cefrj,1625,,no,,1625,
outcome,noun,B2,cefrj,1626,,no,,1626,
musical,noun,B2,cefrj,1630,,no,,1630,
witness,noun,B2,cefrj,1642,,no,,1642,
specifically,adverb,B2,cefrj,1653,,no,,1653,
fat,noun,B2,cefrj,1654,,no,,1654,
fellow,adjective,B2,cefrj,1656,,no,,1656,
tip,verb,B2,cefrj,1659,,no,,1659,
peak,noun,B2,cefrj,1661,,no,,1661,
constant,adjective,B2,cefrj,1668,,no,,1668,
significantly,adverb,B2,cefrj,1669,,no,,1669,
guard,verb,B2,cefrj,1677,,no,,1677,
somewhat,adverb,B2,cefrj,1679,,no,,1679,
joint,noun,B2,cefrj,1682,,no,,1682,
faith,noun,B2,cefrj,1686,,no,,1686,
phase,noun,B2,cefrj,1697,,no,,1697,
employer,noun,B2,cefrj,1702,,no,,1702,
latter,adjective,B2,cefrj,1704,,no,,1704,
ban,noun,B2,cefrj,1706,,no,,1706,
ban,verb,B2,cefrj,1706,,no,,1706,
protest,verb,B2,cefrj,1708,,no,,1708,
index,noun,B2,cefrj,1709,,no,,1709,
impose,verb,B2,cefrj,1723,,no,,1723,
criminal,adjective,B2,cefrj,1724,,no,,1724,
multiple,adjective,B2,cefrj,1732,,no,,1732,
yield,verb,B2,cefrj,1733,,no,,1733,
legislation,noun,B2,cefrj,1735,,no,,1735,
unlike,preposition,B2,cefrj,1737,,no,,1737,
implement,noun,B2,cefrj,1740,,no,,1740,
implement,verb,B2,cefrj,1740,,no,,1740,
hell,noun,B2,cefrj,1743,,no,,1743,
reward,verb,B2,cefrj,1748,,no,,1748,
voter,noun,B2,cefrj,1752,,no,,1752,
wage,noun,B2,cefrj,1757,,no,,1757,
remark,noun,B2,cefrj,1760,,no,,1760,
estate,noun,B2,cefrj,1771,,no,,1771,
urge,verb,B2,cefrj,1786,,no,,1786,
prior,adjective,B2,cefrj,1792,,no,,1792,
priority,noun,B2,cefrj,1793,,no,,1793,
resolution,noun,B2,cefrj,1799,,no,,1799,
draft,noun,B2,cefrj,1809,,no,,1809,
salary,noun,B2,cefrj,1816,,no,,1816,
illustrate,verb,B2,cefrj,1817,,no,,1817,
imply,verb,B2,cefrj,1818,,no,,1818,
liberal,adjective,B2,cefrj,1821,,no,,1821,
core,noun,B2,cefrj,1830,,no,,1830,
aircraft,noun,B2,cefrj,1832,,no,,1832,
panel,noun,B2,cefrj,1837,,no,,1837,
prime,adjective,B2,cefrj,1838,,no,,1838,
effectively,adverb,B2,cefrj,1842,,no,,1842,
initiative,noun,B2,cefrj,1845,,no,,1845,
sharp,adverb,B2,cefrj,1846,,no,,1846,
motion,noun,B2,cefrj,1848,,no,,1848,
discipline,noun,B2,cefrj,1852,,no,,1852,
assumption,noun,B2,cefrj,1855,,no,,1855,
implication,noun,B2,cefrj,1871,,no,,1871,
classic,noun,B2,cefrj,1875,,no,,1875,
collapse,verb,B2,cefrj,1879,,no,,1879,
fundamental,adjective,B2,cefrj,1881,,no,,1881,
defeat,noun,B2,cefrj,1886,,no,,1886,
presidential,adjective,B2,cefrj,1887,,no,,1887,
enhance,verb,B2,cefrj,1889,,no,,1889,
manufacturer,noun,B2,cefrj,1896,,no,,1896,
slide,verb,B2,cefrj,1897,,no,,1897,
cope,verb,B2,cefrj,1901,,no,,1901,
accommodation,noun,B2,cefrj,1903,,no,,1903,
highlight,noun,B2,cefrj,1904,,no,,1904,
exception,noun,B2,cefrj,1908,,no,,1908,
corporation,noun,B2,cefrj,1909,,no,,1909,
chip,noun,B2,cefrj,1910,,no,,1910,
encounter,verb,B2,cefrj,1912,,no,,1912,
urban,adjective,B2,cefrj,1918,,no,,1918,
output,noun,B2,cefrj,1921,,no,,1921,
creation,noun,B2,cefrj,1929,,no,,1929,
outline,noun,B2,cefrj,1931,,no,,1931,
update,noun,B2,cefrj,1933,,no,,1933,
split,verb,B2,cefrj,1936,,no,,1936,
swing,noun,B2,cefrj,1937,,no,,1937,
swing,verb,B2,cefrj,1937,,no,,1937,
consistent,adjective,B2,cefrj,1942,,no,,1942,
originally,adverb,B2,cefrj,1943,,no,,1943,
secondly,adverb,B2,cefrj,1946,,no,,1946,
prospect,noun,B2,cefrj,1949,,no,,1949,
plot,noun,B2,cefrj,1951,,no,,1951,
integrate,verb,B2,cefrj,1955,,no,,1955,
criticism,noun,B2,cefrj,1956,,no,,1956,
convention,noun,B2,cefrj,1957,,no,,1957,
volunteer,noun,B2,cefrj,1962,,no,,1962,
rural,adjective,B2,cefrj,1963,,no,,1963,
revolution,noun,B2,cefrj,1970,,no,,1970,
delight,verb,B2,cefrj,1971,,no,,1971,
lean,verb,B2,cefrj,1974,,no,,1974,
intellectual,adjective,B2,cefrj,1981,,no,,1981,
intellectual,noun,B2,cefrj,1981,,no,,1981,
crucial,adjective,B2,cefrj,1983,,no,,1983,
interpretation,noun,B2,cefrj,1989,,no,,1989,
exhibit,verb,B2,cefrj,1996,,no,,1996,
dominate,verb,B2,cefrj,2003,,no,,2003,
supplier,noun,B2,cefrj,2004,,no,,2004,
peer,noun,B2,cefrj,2007,,no,,2007,
pension,noun,B2,cefrj,2008,,no,,2008,
acquisition,noun,B2,cefrj,2010,,no,,2010,
recognition,noun,B2,cefrj,2013,,no,,2013,
retirement,noun,B2,cefrj,2017,,no,,2017,
variation,noun,B2,cefrj,2019,,no,,2019,
ultimately,adverb,B2,cefrj,2020,,no,,2020,
soil,noun,B2,cefrj,2022,,no,,2022,
upset,verb,B2,cefrj,2025,,no,,2025,
dispute,noun,B2,cefrj,2029,,no,,2029,
undertake,verb,B2,cefrj,2036,,no,,2036,
wire,verb,B2,cefrj,2038,,no,,2038,
publication,noun,B2,cefrj,2041,,no,,2041,
slight,adjective,B2,cefrj,2042,,no,,2042,
trace,verb,B2,cefrj,2047,,no,,2047,
inch,verb,B2,cefrj,2048,,no,,2048,
enterprise,noun,B2,cefrj,2051,,no,,2051,
pitch,noun,B2,cefrj,2057,,no,,2057,
pitch,verb,B2,cefrj,2057,,no,,2057,
contemporary,adjective,B2,cefrj,2059,,no,,2059,
ease,noun,B2,cefrj,2061,,no,,2061,
ease,verb,B2,cefrj,2061,,no,,2061,
assure,verb,B2,cefrj,2064,,no,,2064,
profile,noun,B2,cefrj,2065,,no,,2065,
crack,noun,B2,cefrj,2068,,no,,2068,
crack,verb,B2,cefrj,2068,,no,,2068,
submit,verb,B2,cefrj,2070,,no,,2070,
virtually,adverb,B2,cefrj,2072,,no,,2072,
cable,noun,B2,cefrj,2076,,no,,2076,
sensitive,adjective,B2,cefrj,2077,,no,,2077,
input,noun,B2,cefrj,2079,,no,,2079,
tight,adverb,B2,cefrj,2083,,no,,2083,
secondary,adjective,B2,cefrj,2085,,no,,2085,
welfare,noun,B2,cefrj,2086,,no,,2086,
recruit,verb,B2,cefrj,2087,,no,,2087,
exclude,verb,B2,cefrj,2088,,no,,2088,
grand,adjective,B2,cefrj,2093,,no,,2093,
crew,noun,B2,cefrj,2095,,no,,2095,
alter,verb,B2,cefrj,2102,,no,,2102,
perceive,verb,B2,cefrj,2103,,no,,2103,
convert,verb,B2,cefrj,2110,,no,,2110,
sail,verb,B2,cefrj,2116,,no,,2116,
devote,verb,B2,cefrj,2120,,no,,2120,
justify,verb,B2,cefrj,2122,,no,,2122,
vital,adjective,B2,cefrj,2123,,no,,2123,
external,adjective,B2,cefrj,2125,,no,,2125,
spare,adjective,B2,cefrj,2126,,no,,2126,
spare,verb,B2,cefrj,2126,,no,,2126,
sweep,verb,B2,cefrj,2136,,no,,2136,
obligation,noun,B2,cefrj,2137,,no,,2137,
evaluate,verb,B2,cefrj,2139,,no,,2139,
perception,noun,B2,cefrj,2142,,no,,2142,
database,noun,B2,cefrj,2145,,no,,2145,
territory,noun,B2,cefrj,2147,,no,,2147,
western,adjective,B2,cefrj,2152,,no,,2152,
expansion,noun,B2,cefrj,2153,,no,,2153,
withdraw,verb,B2,cefrj,2163,,no,,2163,
disorder,noun,B2,cefrj,2165,,no,,2165,
analyst,noun,B2,cefrj,2170,,no,,2170,
wound,verb,B2,cefrj,2175,,no,,2175,
restriction,noun,B2,cefrj,2176,,no,,2176,
designer,adjective,B2,cefrj,2178,,no,,2178,
strain,verb,B2,cefrj,2179,,no,,2179,
innovation,noun,B2,cefrj,2180,,no,,2180,
trail,verb,B2,cefrj,2183,,no,,2183,
extension,noun,B2,cefrj,2186,,no,,2186,
evil,adjective,B2,cefrj,2190,,no,,2190,
evil,noun,B2,cefrj,2190,,no,,2190,
transition,noun,B2,cefrj,2195,,no,,2195,
bid,verb,B2,cefrj,2197,,no,,2197,
breed,noun,B2,cefrj,2198,,no,,2198,
reverse,verb,B2,cefrj,2203,,no,,2203,
pose,noun,B2,cefrj,2207,,no,,2207,
god,noun,B2,cefrj,2228,,no,,2228,
portion,noun,B2,cefrj,2229,,no,,2229,
substance,noun,B2,cefrj,2230,,no,,2230,
extensive,adjective,B2,cefrj,2231,,no,,2231,
interpret,verb,B2,cefrj,2232,,no,,2232,
harm,noun,B2,cefrj,2236,,no,,2236,
consult,verb,B2,cefrj,2237,,no,,2237,
strip,verb,B2,cefrj,2240,,no,,2240,
radical,noun,B2,cefrj,2246,,no,,2246,
dimension,noun,B2,cefrj,2250,,no,,2250,
broadcast,verb,B2,cefrj,2260,,no,,2260,
bloody,adjective,B2,cefrj,2265,,no,,2265,
bloody,adverb,B2,cefrj,2265,,no,,2265,
ally,noun,B2,cefrj,2266,,no,,2266,
bend,noun,B2,cefrj,2268,,no,,2268,
mature,adjective,B2,cefrj,2269,,no,,2269,
sustain,verb,B2,cefrj,2273,,no,,2273,
sponsor,verb,B2,cefrj,2281,,no,,2281,
burden,verb,B2,cefrj,2286,,no,,2286,
mate,noun,B2,cefrj,2288,,no,,2288,
resistance,noun,B2,cefrj,2293,,no,,2293,
tap,verb,B2,cefrj,2297,,no,,2297,
attribute,noun,B2,cefrj,2300,,no,,2300,
attribute,verb,B2,cefrj,2300,,no,,2300,
entitle,verb,B2,cefrj,2304,,no,,2304,
involvement,noun,B2,cefrj,2306,,no,,2306,
conventional,adjective,B2,cefrj,2308,,no,,2308,
edit,noun,B2,cefrj,2311,,no,,2311,
edit,verb,B2,cefrj,2311,,no,,2311,
formation,noun,B2,cefrj,2312,,no,,2312,
deposit,verb,B2,cefrj,2313,,no,,2313,
overseas,adjective,B2,cefrj,2315,,no,,2315,
seal,noun,B2,cefrj,2322,,no,,2322,
specify,verb,B2,cefrj,2326,,no,,2326,
spin,verb,B2,cefrj,2328,,no,,2328,
operator,noun,B2,cefrj,2329,,no,,2329,
infant,noun,B2,cefrj,2330,,no,,2330,
mount,verb,B2,cefrj,2333,,no,,2333,
anticipate,verb,B2,cefrj,2335,,no,,2335,
precisely,adverb,B2,cefrj,2342,,no,,2342,
rival,noun,B2,cefrj,2343,,no,,2343,
offense,noun,B2,cefrj,2344,,no,,2344,
detect,verb,B2,cefrj,2345,,no,,2345,
