lemma,pos,cefr_level,cefr_source,frequency_rank,topic_hint,in_tsl,tsl_rank,ngsl_rank,bsl_rank
majority,noun,B1,cefrj,1009,,no,,1009,
stick,verb,B1,cefrj,1010,,no,,1010,
request,verb,B1,cefrj,1011,,no,,1011,
none,pronoun,B1,cefrj,1014,,no,,1014,
exchange,verb,B1,cefrj,1015,,no,,1015,
block,verb,B1,cefrj,1020,,no,,1020,
warm,verb,B1,cefrj,1021,,no,,1021,
count,noun,B1,cefrj,1022,,no,,1022,
content,noun,B1,cefrj,1025,,no,,1025,
element,noun,B1,cefrj,1030,,no,,1030,
effective,adjective,B1,cefrj,1031,,no,,1031,
beat,verb,B1,cefrj,1035,,no,,1035,
aware,adjective,B1,cefrj,1039,,no,,1039,
handle,verb,B1,cefrj,1041,,no,,1041,
stress,noun,B1,cefrj,1044,,no,,1044,
administration,noun,B1,cefrj,1046,,no,,1046,
complex,adjective,B1,cefrj,1047,,no,,1047,
directly,adverb,B1,cefrj,1051,,no,,1051,
remove,verb,B1,cefrj,1053,,no,,1053,
conduct,noun,B1,cefrj,1054,,no,,1054,
equipment,noun,B1,cefrj,1055,,no,,1055,
otherwise,adverb,B1,cefrj,1056,,no,,1056,
extra,noun,B1,cefrj,1058,,no,,1058,
sex,noun,B1,cefrj,1063,,no,,1063,
deliver,verb,B1,cefrj,1064,,no,,1064,
connection,noun,B1,cefrj,1066,,no,,1066,
inform,verb,B1,cefrj,1070,,no,,1070,
principle,noun,B1,cefrj,1071,,no,,1071,
appeal,noun,B1,cefrj,1073,,no,,1073,
highly,adverb,B1,cefrj,1074,,no,,1074,
flat,adjective,B1,cefrj,1077,,no,,1077,
absolutely,adverb,B1,cefrj,1078,,no,,1078,
flow,noun,B1,cefrj,1079,,no,,1079,
flow,verb,B1,cefrj,1079,,no,,1079,
fair,noun,B1,cefrj,1080,,no,,1080,
responsible,adjective,B1,cefrj,1082,,no,,1082,
hang,verb,B1,cefrj,1085,,no,,1085,
relative,adjective,B1,cefrj,1088,,no,,1088,
relative,noun,B1,cefrj,1088,,no,,1088,
tour,verb,B1,cefrj,1089,,no,,1089,
alternative,adjective,B1,cefrj,1090,,no,,1090,
alternative,noun,B1,cefrj,1090,,no,,1090,
ship,verb,B1,cefrj,1093,,no,,1093,
observe,verb,B1,cefrj,1098,,no,,1098,
print,noun,B1,cefrj,1100,,no,,1100,
progress,noun,B1,cefrj,1101,,no,,1101,
examine,verb,B1,cefrj,1104,,no,,1104,
lay,verb,B1,cefrj,1105,,no,,1105,
speed,verb,B1,cefrj,1106,,no,,1106,
politics,noun,B1,cefrj,1107,,no,,1107,
reply,verb,B1,cefrj,1108,,no,,1108,
display,verb,B1,cefrj,1109,,no,,1109,
transfer,verb,B1,cefrj,1110,,no,,1110,
slightly,adverb,B1,cefrj,1112,,no,,1112,
intend,verb,B1,cefrj,1114,,no,,1114,
respond,verb,B1,cefrj,1116,,no,,1116,
slow,adverb,B1,cefrj,1118,,no,,1118,
slow,verb,B1,cefrj,1118,,no,,1118,
status,noun,B1,cefrj,1127,,no,,1127,
decline,noun,B1,cefrj,1129,,no,,1129,
launch,verb,B1,cefrj,1131,,no,,1131,
warn,verb,B1,cefrj,1132,,no,,1132,
consumer,noun,B1,cefrj,1133,,no,,1133,
eventually,adverb,B1,cefrj,1140,,no,,1140,
heat,verb,B1,cefrj,1141,,no,,1141,
distance,noun,B1,cefrj,1145,,no,,1145,
guide,noun,B1,cefrj,1146,,no,,1146,
guide,verb,B1,cefrj,1146,,no,,1146,
grant,noun,B1,cefrj,1147,,no,,1147,
grant,verb,B1,cefrj,1147,,no,,1147,
feed,verb,B1,cefrj,1149,,no,,1149,
pain,noun,B1,cefrj,1150,,no,,1150,
ensure,verb,B1,cefrj,1153,,no,,1153,
chief,adjective,B1,cefrj,1155,,no,,1155,
wave,verb,B1,cefrj,1158,,no,,1158,
surface,noun,B1,cefrj,1161,,no,,1161,
edge,noun,B1,cefrj,1164,,no,,1164,
lift,noun,B1,cefrj,1167,,no,,1167,
lift,verb,B1,cefrj,1167,,no,,1167,
global,adjective,B1,cefrj,1170,,no,,1170,
struggle,noun,B1,cefrj,1171,,no,,1171,
advertise,verb,B1,cefrj,1172,,no,,1172,
select,adjective,B1,cefrj,1173,,no,,1173,
surround,verb,B1,cefrj,1174,,no,,1174,
extent,noun,B1,cefrj,1175,,no,,1175,
annual,adjective,B1,cefrj,1177,,no,,1177,
reality,noun,B1,cefrj,1181,,no,,1181,
artist,noun,B1,cefrj,1183,,no,,1183,
conflict,noun,B1,cefrj,1184,,no,,1184,
entire,adjective,B1,cefrj,1185,,no,,1185,
presence,noun,B1,cefrj,1186,,no,,1186,
shift,verb,B1,cefrj,1190,,no,,1190,
net,noun,B1,cefrj,1191,,no,,1191,
category,noun,B1,cefrj,1192,,no,,1192,
defense,noun,B1,cefrj,1194,,no,,1194,
nuclear,adjective,B1,cefrj,1198,,no,,1198,
introduction,noun,B1,cefrj,1203,,no,,1203,
requirement,noun,B1,cefrj,1204,,no,,1204,
confirm,verb,B1,cefrj,1206,,no,,1206,
refuse,noun,B1,cefrj,1209,,no,,1209,
refuse,verb,B1,cefrj,1209,,no,,1209,
transport,noun,B1,cefrj,1210,,no,,1210,
emerge,verb,B1,cefrj,1211,,no,,1211,
concept,noun,B1,cefrj,1213,,no,,1213,
technique,noun,B1,cefrj,1224,,no,,1224,
improvement,noun,B1,cefrj,1226,,no,,1226,
mass,adjective,B1,cefrj,1236,,no,,1236,
contribute,verb,B1,cefrj,1238,,no,,1238,
failure,noun,B1,cefrj,1239,,no,,1239,
adopt,verb,B1,cefrj,1243,,no,,1243,
combine,verb,B1,cefrj,1244,,no,,1244,
waste,adjective,B1,cefrj,1246,,no,,1246,
waste,noun,B1,cefrj,1246,,no,,1246,
waste,verb,B1,cefrj,1246,,no,,1246,
marriage,noun,B1,cefrj,1248,,no,,1248,
equal,adjective,B1,cefrj,1254,,no,,1254,
