lemma,pos,cefr_level,cefr_source,frequency_rank,topic_hint,in_tsl,tsl_rank,ngsl_rank,bsl_rank
bookcase,noun,A2,cefrj,1233,,yes,1233,,
liter,noun,A2,cefrj,1239,business_office,yes,1239,,1578
in,adverb,A2,cefrj,7,,no,,7,
it,noun,A2,cefrj,9,,no,,9,
for,conjunction,A2,cefrj,12,,no,,12,
on,adverb,A2,cefrj,17,,no,,17,
as,conjunction,A2,cefrj,22,,no,,22,
so,adverb,A2,cefrj,32,,no,,32,
all,adverb,A2,cefrj,33,,no,,33,
one,pronoun,A2,cefrj,35,,no,,35,
can,noun,A2,cefrj,38,,no,,38,
up,adverb,A2,cefrj,52,,no,,52,
other,pronoun,A2,cefrj,54,,no,,54,
use,noun,A2,cefrj,68,,no,,68,
over,adverb,A2,cefrj,82,,no,,82,
after,adverb,A2,cefrj,84,,no,,84,
most,adverb,A2,cefrj,88,,no,,88,
most,pronoun,A2,cefrj,88,,no,,88,
need,verb,A2,cefrj,90,,no,,90,
right,noun,A2,cefrj,92,,no,,92,
back,adjective,A2,cefrj,94,,no,,94,
mean,adjective,A2,cefrj,95,,no,,95,
even,adverb,A2,cefrj,96,,no,,96,
such,determiner,A2,cefrj,100,,no,,100,
such,pronoun,A2,cefrj,100,,no,,100,
last,determiner,A2,cefrj,101,,no,,101,
last,pronoun,A2,cefrj,101,,no,,101,
call,verb,A2,cefrj,105,,no,,105,
before,conjunction,A2,cefrj,106,,no,,106,
company,noun,A2,cefrj,107,,no,,107,
down,preposition,A2,cefrj,109,,no,,109,
show,noun,A2,cefrj,110,,no,,110,
long,adverb,A2,cefrj,115,,no,,115,
feel,noun,A2,cefrj,117,,no,,117,
still,adverb,A2,cefrj,119,,no,,119,
lot,noun,A2,cefrj,123,,no,,123,
try,verb,A2,cefrj,125,,no,,125,
own,pronoun,A2,cefrj,129,,no,,129,
part,noun,A2,cefrj,130,,no,,130,
point,verb,A2,cefrj,131,,no,,131,
help,noun,A2,cefrj,133,,no,,133,
another,pronoun,A2,cefrj,140,,no,,140,
interest,noun,A2,cefrj,142,,no,,142,
country,noun,A2,cefrj,143,,no,,143,
high,adverb,A2,cefrj,148,,no,,148,
off,adverb,A2,cefrj,150,,no,,150,
next,adverb,A2,cefrj,151,,no,,151,
next,determiner,A2,cefrj,151,,no,,151,
end,verb,A2,cefrj,152,,no,,152,
while,conjunction,A2,cefrj,155,,no,,155,
home,adverb,A2,cefrj,161,,no,,161,
include,verb,A2,cefrj,163,,no,,163,
report,noun,A2,cefrj,166,,no,,166,
around,adverb,A2,cefrj,170,,no,,170,
seem,verb,A2,cefrj,173,,no,,173,
kind,adjective,A2,cefrj,176,,no,,176,
system,noun,A2,cefrj,179,,no,,179,
during,preposition,A2,cefrj,182,,no,,182,
set,noun,A2,cefrj,185,,no,,185,
study,noun,A2,cefrj,187,,no,,187,
follow,verb,A2,cefrj,188,,no,,188,
since,preposition,A2,cefrj,191,,no,,191,
few,determiner,A2,cefrj,195,,no,,195,
early,adjective,A2,cefrj,197,,no,,197,
hand,verb,A2,cefrj,198,,no,,198,
state,noun,A2,cefrj,199,,no,,199,
move,verb,A2,cefrj,200,,no,,200,
fact,noun,A2,cefrj,202,,no,,202,
however,adverb,A2,cefrj,203,,no,,203,
area,noun,A2,cefrj,204,,no,,204,
provide,verb,A2,cefrj,205,,no,,205,
without,preposition,A2,cefrj,212,,no,,212,
order,verb,A2,cefrj,215,,no,,215,
government,noun,A2,cefrj,216,,no,,216,
issue,noun,A2,cefrj,218,,no,,218,
market,noun,A2,cefrj,219,,no,,219,
hold,verb,A2,cefrj,222,,no,,222,
against,preposition,A2,cefrj,224,,no,,224,
second,noun,A2,cefrj,226,,no,,226,
second,pronoun,A2,cefrj,226,,no,,226,
though,conjunction,A2,cefrj,227,,no,,227,
increase,verb,A2,cefrj,230,,no,,230,
offer,noun,A2,cefrj,237,,no,,237,
offer,verb,A2,cefrj,237,,no,,237,
lead,noun,A2,cefrj,241,,no,,241,
understand,verb,A2,cefrj,243,,no,,243,
far,adverb,A2,cefrj,245,,no,,245,
face,verb,A2,cefrj,249,,no,,249,
cost,noun,A2,cefrj,252,,no,,252,
cost,verb,A2,cefrj,252,,no,,252,
less,adverb,A2,cefrj,253,,no,,253,
less,determiner,A2,cefrj,253,,no,,253,
less,pronoun,A2,cefrj,253,,no,,253,
head,verb,A2,cefrj,259,,no,,259,
level,noun,A2,cefrj,262,,no,,262,
experience,noun,A2,cefrj,264,,no,,264,
member,noun,A2,cefrj,266,,no,,266,
enough,adverb,A2,cefrj,267,,no,,267,
enough,determiner,A2,cefrj,267,,no,,267,
enough,pronoun,A2,cefrj,267,,no,,267,
support,noun,A2,cefrj,272,,no,,272,
quite,adverb,A2,cefrj,277,,no,,277,
although,conjunction,A2,cefrj,278,,no,,278,
sure,adverb,A2,cefrj,279,,no,,279,
least,determiner,A2,cefrj,281,,no,,281,
low,adjective,A2,cefrj,283,,no,,283,
low,adverb,A2,cefrj,283,,no,,283,
within,preposition,A2,cefrj,285,,no,,285,
public,noun,A2,cefrj,287,,no,,287,
train,verb,A2,cefrj,289,,no,,289,
possible,adjective,A2,cefrj,290,,no,,290,
actually,adverb,A2,cefrj,291,,no,,291,
rather,adverb,A2,cefrj,292,,no,,292,
view,noun,A2,cefrj,293,,no,,293,
consider,verb,A2,cefrj,295,,no,,295,
local,adjective,A2,cefrj,300,,no,,300,
control,noun,A2,cefrj,301,,no,,301,
concern,noun,A2,cefrj,303,,no,,303,
product,noun,A2,cefrj,304,,no,,304,
lose,verb,A2,cefrj,305,,no,,305,
continue,verb,A2,cefrj,308,,no,,308,
stand,verb,A2,cefrj,309,,no,,309,
whole,adjective,A2,cefrj,310,,no,,310,
rate,noun,A2,cefrj,312,,no,,312,
expect,verb,A2,cefrj,314,,no,,314,
effect,noun,A2,cefrj,315,,no,,315,
ever,adverb,A2,cefrj,317,,no,,317,
cause,verb,A2,cefrj,319,,no,,319,
fall,verb,A2,cefrj,320,,no,,320,
deal,noun,A2,cefrj,321,,no,,321,
send,verb,A2,cefrj,323,,no,,323,
allow,verb,A2,cefrj,324,,no,,324,
base,noun,A2,cefrj,327,,no,,327,
probably,adverb,A2,cefrj,328,,no,,328,
suggest,verb,A2,cefrj,329,,no,,329,
power,noun,A2,cefrj,331,,no,,331,
center,noun,A2,cefrj,334,,no,,334,
return,noun,A2,cefrj,337,,no,,337,
return,verb,A2,cefrj,337,,no,,337,
matter,verb,A2,cefrj,340,,no,,340,
mind,verb,A2,cefrj,341,,no,,341,
value,noun,A2,cefrj,342,,no,,342,
record,verb,A2,cefrj,344,,no,,344,
force,noun,A2,cefrj,346,,no,,346,
several,determiner,A2,cefrj,348,,no,,348,
several,pronoun,A2,cefrj,348,,no,,348,
develop,verb,A2,cefrj,350,,no,,350,
bit,noun,A2,cefrj,352,,no,,352,
share,noun,A2,cefrj,353,,no,,353,
figure,noun,A2,cefrj,357,,no,,357,
figure,verb,A2,cefrj,357,,no,,357,
decide,verb,A2,cefrj,359,,no,,359,
half,determiner,A2,cefrj,365,,no,,365,
half,pronoun,A2,cefrj,365,,no,,365,
break,noun,A2,cefrj,368,,no,,368,
clear,adjective,A2,cefrj,369,,no,,369,
either,conjunction,A2,cefrj,371,,no,,371,
remain,verb,A2,cefrj,374,,no,,374,
among,preposition,A2,cefrj,376,,no,,376,
reach,verb,A2,cefrj,380,,no,,380,
across,adverb,A2,cefrj,383,,no,,383,
across,preposition,A2,cefrj,383,,no,,383,
create,verb,A2,cefrj,386,,no,,386,
drive,verb,A2,cefrj,387,,no,,387,
along,preposition,A2,cefrj,388,,no,,388,
sound,noun,A2,cefrj,390,,no,,390,
sound,verb,A2,cefrj,390,,no,,390,
political,adjective,A2,cefrj,394,,no,,394,
free,adverb,A2,cefrj,395,,no,,395,
receive,verb,A2,cefrj,396,,no,,396,
further,adjective,A2,cefrj,400,,no,,400,
appear,verb,A2,cefrj,405,,no,,405,
toward,preposition,A2,cefrj,406,,no,,406,
sense,noun,A2,cefrj,412,,no,,412,
perhaps,adverb,A2,cefrj,413,,no,,413,
pass,noun,A2,cefrj,416,,no,,416,
pass,verb,A2,cefrj,416,,no,,416,
produce,verb,A2,cefrj,417,,no,,417,
short,noun,A2,cefrj,419,,no,,419,
law,noun,A2,cefrj,421,,no,,421,
research,noun,A2,cefrj,423,,no,,423,
cover,verb,A2,cefrj,424,,no,,424,
position,noun,A2,cefrj,426,,no,,426,
human,adjective,A2,cefrj,428,,no,,428,
situation,noun,A2,cefrj,430,,no,,430,
staff,noun,A2,cefrj,431,,no,,431,
film,noun,A2,cefrj,433,,no,,433,
account,noun,A2,cefrj,436,,no,,436,
major,adjective,A2,cefrj,438,,no,,438,
condition,noun,A2,cefrj,445,,no,,445,
certain,adjective,A2,cefrj,451,,no,,451,
forward,adverb,A2,cefrj,452,,no,,452,
die,verb,A2,cefrj,454,,no,,454,
bear,verb,A2,cefrj,455,,no,,455,
himself,pronoun,A2,cefrj,458,,no,,458,
especially,adverb,A2,cefrj,460,,no,,460,
detail,noun,A2,cefrj,472,,no,,472,
step,noun,A2,cefrj,477,,no,,477,
themselves,pronoun,A2,cefrj,480,,no,,480,
draw,noun,A2,cefrj,481,,no,,481,
model,noun,A2,cefrj,485,,no,,485,
raise,verb,A2,cefrj,486,,no,,486,
customer,noun,A2,cefrj,487,,no,,487,
front,noun,A2,cefrj,488,,no,,488,
explain,verb,A2,cefrj,489,,no,,489,
outside,preposition,A2,cefrj,491,,no,,491,
land,verb,A2,cefrj,497,,no,,497,
finally,adverb,A2,cefrj,499,,no,,499,
claim,verb,A2,cefrj,501,,no,,501,
travel,noun,A2,cefrj,503,,no,,503,
death,noun,A2,cefrj,505,,no,,505,
improve,verb,A2,cefrj,508,,no,,508,
couple,noun,A2,cefrj,514,,no,,514,
act,noun,A2,cefrj,515,,no,,515,
range,noun,A2,cefrj,516,,no,,516,
quality,noun,A2,cefrj,517,,no,,517,
round,adverb,A2,cefrj,519,,no,,519,
opportunity,noun,A2,cefrj,520,,no,,520,
road,noun,A2,cefrj,521,,no,,521,
wish,verb,A2,cefrj,524,,no,,524,
therefore,adverb,A2,cefrj,525,,no,,525,
education,noun,A2,cefrj,531,,no,,531,
serve,verb,A2,cefrj,534,,no,,534,
likely,adjective,A2,cefrj,535,,no,,535,
certainly,adverb,A2,cefrj,536,,no,,536,
national,adjective,A2,cefrj,537,,no,,537,
itself,pronoun,A2,cefrj,538,,no,,538,
air,noun,A2,cefrj,542,,no,,542,
trade,noun,A2,cefrj,544,,no,,544,
space,noun,A2,cefrj,552,,no,,552,
instead,adverb,A2,cefrj,553,,no,,553,
realize,verb,A2,cefrj,554,,no,,554,
single,adjective,A2,cefrj,557,,no,,557,
performance,noun,A2,cefrj,559,,no,,559,
chance,noun,A2,cefrj,560,,no,,560,
accept,verb,A2,cefrj,561,,no,,561,
society,noun,A2,cefrj,562,,no,,562,
mention,noun,A2,cefrj,564,,no,,564,
choice,noun,A2,cefrj,565,,no,,565,
common,adjective,A2,cefrj,567,,no,,567,
material,noun,A2,cefrj,571,,no,,571,
wrong,adverb,A2,cefrj,575,,no,,575,
effort,noun,A2,cefrj,577,,no,,577,
attention,noun,A2,cefrj,578,,no,,578,
upon,preposition,A2,cefrj,579,,no,,579,
check,verb,A2,cefrj,580,,no,,580,
complete,adjective,A2,cefrj,581,,no,,581,
lie,verb,A2,cefrj,582,,no,,582,
patient,noun,A2,cefrj,589,,no,,589,
century,noun,A2,cefrj,591,,no,,591,
evidence,noun,A2,cefrj,592,,no,,592,
exist,verb,A2,cefrj,593,,no,,593,
similar,adjective,A2,cefrj,594,,no,,594,
contact,noun,A2,cefrj,600,,no,,600,
contact,verb,A2,cefrj,600,,no,,600,
prepare,verb,A2,cefrj,604,,no,,604,
response,noun,A2,cefrj,606,,no,,606,
voice,noun,A2,cefrj,607,,no,,607,
apply,verb,A2,cefrj,611,,no,,611,
compare,verb,A2,cefrj,614,,no,,614,
court,noun,A2,cefrj,615,,no,,615,
police,noun,A2,cefrj,616,,no,,616,
knowledge,noun,A2,cefrj,619,,no,,619,
source,noun,A2,cefrj,623,,no,,623,
manage,verb,A2,cefrj,625,,no,,625,
simply,adverb,A2,cefrj,626,,no,,626,
bank,verb,A2,cefrj,627,,no,,627,
attack,noun,A2,cefrj,632,,no,,632,
attack,verb,A2,cefrj,632,,no,,632,
feature,noun,A2,cefrj,635,,no,,635,
pretty,adverb,A2,cefrj,637,,no,,637,
recently,adverb,A2,cefrj,638,,no,,638,
drop,noun,A2,cefrj,640,,no,,640,
recent,adjective,A2,cefrj,641,,no,,641,
official,adjective,A2,cefrj,643,,no,,643,
private,adjective,A2,cefrj,648,,no,,648,
worry,verb,A2,cefrj,653,,no,,653,
opinion,noun,A2,cefrj,656,,no,,656,
park,verb,A2,cefrj,657,,no,,657,
represent,verb,A2,cefrj,658,,no,,658,
inside,adverb,A2,cefrj,660,,no,,660,
manager,noun,A2,cefrj,661,,no,,661,
international,adjective,A2,cefrj,662,,no,,662,
notice,noun,A2,cefrj,664,,no,,664,
wonder,verb,A2,cefrj,665,,no,,665,
nature,noun,A2,cefrj,666,,no,,666,
structure,noun,A2,cefrj,667,,no,,667,
myself,pronoun,A2,cefrj,669,,no,,669,
exactly,adverb,A2,cefrj,670,,no,,670,
plant,noun,A2,cefrj,671,,no,,671,
whatever,determiner,A2,cefrj,675,,no,,675,
necessary,adjective,A2,cefrj,676,,no,,676,
influence,noun,A2,cefrj,680,,no,,680,
attempt,noun,A2,cefrj,686,,no,,686,
simple,adjective,A2,cefrj,688,,no,,688,
average,adjective,A2,cefrj,690,,no,,690,
average,noun,A2,cefrj,690,,no,,690,
hit,verb,A2,cefrj,695,,no,,695,
establish,verb,A2,cefrj,696,,no,,696,
indeed,adverb,A2,cefrj,697,,no,,697,
final,adjective,A2,cefrj,698,,no,,698,
final,noun,A2,cefrj,698,,no,,698,
fit,adjective,A2,cefrj,700,,no,,700,
function,verb,A2,cefrj,702,,no,,702,
image,noun,A2,cefrj,704,,no,,704,
behavior,noun,A2,cefrj,706,,no,,706,
addition,noun,A2,cefrj,707,,no,,707,
population,noun,A2,cefrj,710,,no,,710,
fail,verb,A2,cefrj,711,,no,,711,
production,noun,A2,cefrj,713,,no,,713,
enter,verb,A2,cefrj,717,,no,,717,
alone,adjective,A2,cefrj,719,,no,,719,
significant,adjective,A2,cefrj,720,,no,,720,
drug,noun,A2,cefrj,721,,no,,721,
direct,adjective,A2,cefrj,724,,no,,724,
success,noun,A2,cefrj,725,,no,,725,
director,noun,A2,cefrj,727,,no,,727,
clearly,adverb,A2,cefrj,728,,no,,728,
lack,noun,A2,cefrj,729,,no,,729,
depend,verb,A2,cefrj,731,,no,,731,
purpose,noun,A2,cefrj,735,,no,,735,
argue,verb,A2,cefrj,740,,no,,740,
mark,noun,A2,cefrj,743,,no,,743,
mark,verb,A2,cefrj,743,,no,,743,
achieve,verb,A2,cefrj,746,,no,,746,
cent,noun,A2,cefrj,749,,no,,749,
stuff,noun,A2,cefrj,752,,no,,752,
wide,adjective,A2,cefrj,753,,no,,753,
wide,adverb,A2,cefrj,753,,no,,753,
method,noun,A2,cefrj,755,,no,,755,
military,adjective,A2,cefrj,758,,no,,758,
discussion,noun,A2,cefrj,764,,no,,764,
challenge,noun,A2,cefrj,766,,no,,766,
nation,noun,A2,cefrj,767,,no,,767,
nearly,adverb,A2,cefrj,768,,no,,768,
statement,noun,A2,cefrj,769,,no,,769,
advantage,noun,A2,cefrj,773,,no,,773,
marry,verb,A2,cefrj,775,,no,,775,
strike,noun,A2,cefrj,776,,no,,776,
seek,verb,A2,cefrj,778,,no,,778,
ability,noun,A2,cefrj,779,,no,,779,
unit,noun,A2,cefrj,780,,no,,780,
